"ADM3_PCODE","ADM3_EN","pop_u5","n_children","n_clusters"
"MG42409131","Tsinjomitondraka",4132.70361328125,0,0
"MG42409132","Maevaranohely",1734.15588378906,0,0
"MG42409190","Port Berge II",2849.51806640625,0,0
"MG42410010","Mandritsara",1568.36083984375,9,1
"MG42410030","Antanandava",1446.40417480469,7,1
"MG42410050","Antsoha",1019.17980957031,0,0
"MG42410070","Tsaratanana",1151.09948730469,0,0
"MG42410090","Kalandy",2035.41381835938,0,0
"MG42410111","Antsirabe Centre",1101.29406738281,0,0
"MG42410112","Antsiatsiaka",960.200866699219,0,0
"MG42410130","Amboaboa",539.675415039062,0,0
"MG42410150","Manampaneva",1104.34777832031,0,0
"MG42410171","Ambarikorano",707.406127929688,0,0
"MG42410172","Andratamarina",449.196472167969,0,0
"MG42410191","Ambaripaika",619.210754394531,9,1
"MG42410192","Ambodiamontana Kianga",699.958251953125,0,0
"MG42410211","Ambalakirajy",1940.20043945312,0,0
"MG42410212","Tsarajomoka",548.69189453125,0,0
"MG42410231","Antsatramidola",1469.56628417969,0,0
"MG42410232","Ankiakabe-Fonoko",546.357482910156,0,0
"MG42410250","Marotandrano",2196.9462890625,0,0
"MG42410270","Ambilombe",555.06298828125,6,1
"MG42410290","Andohajango",3044.52709960938,10,1
"MG42410310","Anjiabe",934.854370117188,0,0
"MG42410330","Ambohisoa",2134.59887695312,0,0
"MG42410350","Ampatakamaroreny",2526.49829101562,0,0
"MG42410371","Ankiabe-Salohy",3300.27368164062,0,0
"MG42410372","Pont Sofia",1095.32763671875,0,0
"MG42410391","Ambodiadabo",1132.43249511719,0,0
"MG42410392","Amborondolo",627.967956542969,0,0
"MG42410410","Antanambaon'amberina",2986.66943359375,0,0
"MG42411011","Analalava",1610.83093261719,4,1
"MG42411012","Ambarijeby Sud",547.290893554688,0,0
"MG42411030","Ambolobozo",2675.595703125,0,0
"MG42411050","Befotaka Nord",3300.94873046875,0,0
"MG42411070","Ambaliha",2590.80541992188,0,0
"MG42411090a","Bejofo",2639.71044921875,0,0
"MG42411110","Marovatolena",2422.5810546875,0,0
"MG42411131","Andribavontsona",1090.88977050781,0,0
"MG42411132","Angoaka Sud",1004.28302001953,0,0
"MG42411150","Marovantaza",1194.32983398438,0,0
"MG42411170","Ankaramy",2831.9658203125,4,1
"MG42411190","Antonibe",5016.2509765625,0,0
"MG42411210","Mahadrodroka",1418.19128417969,2,1
"MG42412010","Befandriana Nord",1398.65698242188,4,1
"MG42412030a","Ambodimotso Haut",2682.06372070312,0,0
"MG42412050","Ambodimotso Sud",2298.02905273438,7,1
"MG42412070","Tsiamalao",4185.1103515625,0,0
"MG42412090","Maroamalona",2002.69348144531,0,0
"MG42412110","Tsarahonenana",4772.5830078125,10,1
"MG42412130","Antsakanalabe",2374.61669921875,0,0
"MG42412150","Ambararata",2813.921875,0,0
"MG42412170","Ambolidibe Est",4527.90576171875,6,1
"MG42412190","Ankarongana",3645.66040039062,0,0
"MG42412210","Antsakabary",3937.93359375,13,1
"MG42412230a","Belalona",4193.37060546875,0,0
"MG42413010","Antsohihy",2057.01928710938,0,0
"MG42413030","Ankerika",1563.67663574219,0,0
"MG42413051","Ampandriankilandy",2487.54516601562,0,0
"MG42413052","Anjalazala",960.861572265625,6,1
"MG42413070","Anahidrano",792.487487792969,0,0
"MG42413090","Ambodimandresy",1867.08972167969,0,0
"MG42413110","Anjiamangirana",2084.87133789062,0,0
"MG42413130","Ambodimanary",2763.03076171875,0,0
"MG42413150","Antsahabe",2826.76806640625,0,0
"MG42413171","Ambodimadiro",1533.22009277344,0,0
"MG42413172","Andreba",766.51904296875,5,1
"MG42413190","Maroala",554.976440429688,0,0
"MG42414010","Bealanana",2629.158203125,0,0
"MG42414031","Beandrarezona",2943.19653320312,0,0
"MG42414032","Antananivo Haut",781.492492675781,0,0
"MG42414050","Antsamaka",1080.99157714844,13,1
"MG42414071","Ambatosia",2066.89135742188,0,0
"MG42414072","Ambodiampana",991.261779785156,0,0
"MG42414090","Ambatoriha Est",782.336791992188,0,0
"MG42414110","Ambovonomby",753.130126953125,8,1
"MG42414131","Analila",593.2265625,0,0
"MG42414132","Anjozoromadosy",1079.19482421875,0,0
"MG42414151","Mangindrano",2031.70373535156,0,0
"MG42414152","Ambararatabe Nord",1313.05847167969,0,0
"MG42414171a","Ambohimisondrotra",1559.21887207031,0,0
"MG42414172","Ambararata Sofia",727.92236328125,0,0
"MG42414190","Marotolana",1760.91430664062,11,1
"MG42414211","Ambodiadabo M",1435.67395019531,0,0
"MG42414212","Ankazotokana",990.460205078125,0,0
"MG42414213","Ambalaromba",859.113586425781,0,0
"MG42423010","Mampikony I",708.301879882812,3,1
"MG42423030","Mampikony II",7373.93408203125,0,0
"MG42423051","Ambohitoaka",2891.5703125,13,1
"MG42423052","Ankiririky",852.317138671875,0,0
"MG42423071","Bekoratsaka",6091.65234375,3,1
"MG42423072","Malakialina",3006.11010742188,0,0
"MG42423073","Betaramahamay",1562.79638671875,0,0
"MG42423090","Komajia",1424.25439453125,0,0
"MG42423111","Ampasimatera",2055.24365234375,0,0
"MG42423112a","Agnovolava Nord",1087.02380371094,0,0
"MG43404010","Maevatanana I",3269.51806640625,9,2
"MG43404031","Maevatanana II",2329.25561523438,14,2
"MG43404032","Beratsimanina",605.10791015625,0,0
"MG43404050","Bemokotra",673.408874511719,0,0
"MG43404070","Mahazoma",1875.7939453125,15,2
"MG43404091","Antsiafabositra",2282.42553710938,0,0
"MG43404092","Antanimbary",869.496765136719,3,1
"MG43404111","Tsararano",1388.111328125,21,2
"MG43404112","Ambalajia",713.462524414062,0,0
"MG43404131","Ambalanjanakomby",1001.10638427734,0,0
"MG43404132","Marokoro",549.389587402344,14,1
"MG43404150","Maria",1531.09484863281,5,1
"MG43404171","Andriba",2788.41821289062,8,1
"MG43404172","Mahatsinjo",1916.36401367188,11,1
"MG43404173","Morafeno",817.696166992188,10,1
"MG43404191","Mangabe",2023.50415039062,6,1
"MG43404192","Madiromirafy",677.927368164062,0,0
"MG43408010","Tsaratanana",1793.94458007812,30,3
"MG43408030","Bekapaika",1904.57568359375,0,0
"MG43408050","Tsararova",1375.787109375,5,1
"MG43408070","Betrandraka",780.472839355469,0,0
"MG43408090","Keliloha",606.186340332031,0,0
"MG43408110","Sarobaratra",2569.10668945312,0,0
"MG43408130","Ampandrana",389.016937255859,0,0
"MG43408150","Andriamena",2964.51342773438,7,1
"MG43408170","Ambakireny",2708.06005859375,26,2
"MG43408190","Brieville",2051.31396484375,8,1
"MG43408210","Sakoamadinika",1155.27478027344,7,1
"MG43408230","Manakana",750.3291015625,0,0
"MG43416011","Kandreho",724.839294433594,14,1
"MG43416012","Ambaliha",723.177856445312,0,0
"MG43416013","Behazomaty",422.000762939453,0,0
"MG43416030","Antanimbaribe",1236.61584472656,0,0
"MG43416051","Betaimboay",1800.45837402344,0,0
"MG43416052","Andasibe",275.689117431641,7,1
"MG44402050","Soanenga",1584.83581542969,13,1
"MG44402071","Bekodoka",2873.08203125,16,1
"MG44402072","Ambolodia Sud",1700.09252929688,0,0
"MG44402090","Ankasakasa Tsibiray",2501.166015625,12,1
"MG44402110","Mahabe",3469.896484375,0,0
"MG44417011","Ambatomainty",1562.44592285156,7,1
"MG44417012","Bemarivo",1209.63195800781,11,1
"MG44417031a","Makaraingo",763.496520996094,0,0
"MG44417032","Marotsialeha",1227.50915527344,0,0
"MG44420010","Antsalova",4236.62841796875,18,2
"MG44420030","Soahany",1795.97497558594,0,0
"MG44420050","Masoarivo",2428.89501953125,7,1
"MG44420070","Trangahy",1471.86865234375,14,1
"MG44420090","Bekopaka",3766.5126953125,10,1
"MG44421010","Maintirano",2468.43969726562,16,3
"MG44421030","Mafaijijo",2002.73034667969,0,0
"MG44421050","Andabotoka",2714.50048828125,0,0
"MG44421070","Betanatanana",3770.5166015625,0,0
"MG44421090","Andrea",1640.10131835938,8,1
"MG44421110","Ankisatra",3489.79931640625,16,1
"MG44421130","Marohazo",1238.05212402344,0,0
"MG44421150","Antsondrodava",2066.23950195312,0,0
"MG44421170","Belitsaky",1197.08410644531,0,0
"MG44421191","Tambohorano",614.891845703125,1,1
"MG44421192","Veromanga",345.981567382812,0,0
"MG44421193","Maromavo",290.753448486328,0,0
"MG44421194","Andranovao",1017.75885009766,4,1
"MG44421210","Antsaidoha Bebao",2056.43212890625,7,1
"MG44421231","Berevo/ranobe",1078.78393554688,0,0
"MG44421232","Bebaboky Sud",2756.7548828125,0,0
"MG44421233","Bemokotra Sud",1020.23858642578,6,1
"MG44422010","Morafenobe",1560.71105957031,9,1
"MG44422030","Andramy",946.871459960938,0,0
"MG44422050","Beravina",720.931335449219,12,1
"MG51503011","Beroroha",2026.5986328125,0,0
"MG51503012","Bemavo",1288.98547363281,6,1
"MG51503030","Fanjakana",373.134704589844,0,0
"MG51503050","Behisatsy",801.180786132812,0,0
"MG51503070","Marerano",2081.76708984375,0,0
"MG51504010","Morombe",2262.89697265625,0,0
"MG51504030","Befandefa",1865.06872558594,0,0
"MG51504050","Ambahikily",3382.1767578125,3,1
"MG51504070","Antongo Vaovao",1036.57531738281,0,0
"MG51504090","Ankatsakantsa atsimo_Nosy Ambositra",2440.15625,0,0
"MG51504110","Befandriana Sud",3853.98022460938,9,1
"MG51505012","Fotivolo",744.140441894531,0,0
"MG51505030","Tandrano",2619.35571289062,0,0
"MG51505050a","Ambatolahy",384.829742431641,0,0
"MG51505071","Berenty",2504.51049804688,0,0
"MG51505072","Ilemby",784.325500488281,0,0
"MG51521010","Benenitra",1975.09643554688,0,0
"MG51521031a","Benonoky",1223.63610839844,0,0
"MG51521032","Ambalavato",1307.05212402344,0,0
"MG51521050","Ehara",2009.6904296875,8,1
"MG54502010","Manja",2560.39624023438,12,1
"MG54502030a","Beharona",1047.8916015625,0,0
"MG54502050","Anontsibe Centre",931.466735839844,0,0
"MG54502070","Soaserana",1956.19262695312,5,1
"MG54502090","Ankiliabo",2578.34521484375,12,1
"MG54502110","Andranopasy",1197.66223144531,16,1
"MG54508010","Morondava",7390.0244140625,20,3
"MG54508059a","Marofandilia",1160.70043945312,0,0
"MG54508079","Analaiva",7316.04345703125,0,0
"MG54508159","Befasy",4296.80517578125,8,1
"MG54508179","Belo Sur Mer",2141.904296875,0,0
"MG54509010","Mahabo",991.733642578125,7,1
"MG54509030","Ankilivalo",730.59619140625,13,1
"MG54509051","Analamitsivalana",359.960327148438,0,0
"MG54509052","Befotaka",1681.39526367188,12,1
"MG54509070","Ampanihy",2657.296875,9,1
"MG54509091","Ankilizato",4090.62744140625,8,1
"MG54509092","Ambia",1862.31103515625,0,0
"MG54509110","Mandabe",3613.82983398438,0,0
"MG54509130","Malaimbandy",7024.38037109375,10,1
"MG54509150","Beronono",798.635009765625,6,1
"MG54509170","Mazavasoa",863.976135253906,0,0
"MG54510011","Belo Sur Tsiribihina",4403.5537109375,15,1
"MG54510012","Andimaky Manambolo",3154.2294921875,0,0
"MG54510013","Bemarivo Ankirondro",2171.8427734375,0,0
"MG54510031","Tsimafana",2840.427734375,8,1
"MG54510032","Beroboka Nord",619.817260742188,0,0
"MG54510050","Tsaraotana",2278.15502929688,0,0
"MG54510070","Masoarivo",4849.0234375,11,1
"MG54510090","Aboalimena",3512.92333984375,10,1
"MG54510111","Ankalalobe",7367.6044921875,0,0
"MG54510112","Ambiky",2280.80541992188,0,0
"MG54510131","Berevo",1590.75463867188,0,0
"MG54510132","Antsoha",3115.86108398438,0,0
"MG54510151","Belinta",4616.20068359375,0,0
"MG54510152","Ankiroroky",3262.53588867188,10,1
"MG54511011","Miandrivazo",533.123168945312,0,0
"MG54511012","Dabolava",4305.39697265625,0,0
"MG54511031","Bemahatazana",831.072631835938,0,0
"MG54511032","Ampanihy",223.025466918945,0,0
"MG54511033","Anosimena",294.05859375,0,0
"MG54511050","Manandaza",1193.16174316406,0,0
"MG54511071","Ankotrofotsy",2446.02954101562,0,0
"MG54511072","Isalo",985.3857421875,12,1
"MG54511091","Ambatolahy",3370.05297851562,5,1
"MG54511092","Manambina",2499.48803710938,0,0
"MG54511110","Itondy",2344.3505859375,0,0
"MG54511130","Ankavandra",2995.44482421875,0,0
"MG54511150","Soaloka",1607.05310058594,0,0
"MG54511170","Betsipolitra",773.403259277344,0,0
"MG54511210","Ankondromena",1816.15832519531,10,1
"MG71713010","Ramena",7482.5556640625,0,0
"MG71713031","Sakaramy",588.808959960938,0,0
"MG71713032","Antanamitarana",1638.79895019531,0,0
"MG71713033","Joffre Ville",183.045852661133,4,1
"MG71713050","Antsahampano",327.229309082031,0,0
"MG71713070","Mahavanona",7501.0712890625,0,0
"MG71713090","Mangaoka",324.41064453125,0,0
"MG71713110","Andrafiabe",990.676635742188,0,0
"MG71713130","Anketrakabe",478.612365722656,6,1
"MG71713151","Sadjoavato",901.578430175781,0,0
"MG71713152","Antsalaka",540.582702636719,0,0
"MG71713170","Andranovondronina",192.303192138672,4,1
"MG71713191","Andranofanjava",409.105621337891,0,0
"MG71713192","Mahalina",487.871002197266,0,0
"MG71713210","Ankarongana",2374.85473632812,0,0
"MG71713231","Anivorano Nord",4468.3017578125,4,1
"MG71713232","Antsoha",1087.64001464844,0,0
"MG71713251","Bobasakoa",455.1474609375,0,0
"MG71713252","Ambondrona",453.746704101562,0,0
"MG71713253","Bobakilandy",413.978485107422,0,0
"MG71713254","Mosorolava",723.465515136719,0,0
"MG71715009","Diego Suarez",4427.76416015625,25,4
"MG71717010","Ambilobe",1453.62609863281,19,2
"MG71717030","Mantaly",1997.30603027344,3,1
"MG71717050","Ampondralava",941.675964355469,0,0
"MG71717070","Tanambao Marivorahona",1404.62219238281,0,0
"MG71717090a","Antanabe",4921.16357421875,0,0
"MG71717110","Ambatoben'anjavy",1903.64501953125,0,0
"MG71717130","Antsaravibe",1852.48974609375,0,0
"MG71717150a","Sirama",1136.44262695312,14,2
"MG71717171","Anjiabe Ambony",621.70166015625,0,0
"MG71717172","Ambodibonara",1060.99157714844,0,0
"MG71717190","Beramanja",5280.6171875,5,1
"MG71717210","Betsiaka",2370.14526367188,4,1
"MG71717231","Ambarakaraka",2255.04760742188,10,1
"MG71717232","Anaborano Ifasy",1947.92761230469,0,0
"MG71717233","Manambato",6413.06982421875,0,0
"MG71718001","Hell-Ville",6637.455078125,11,2
"MG71718002","Ampangorina",427.414245605469,0,0
"MG71718003","Ambatozavavy",2818.16235351562,0,0
"MG71718004","Bemanondrobe",2835.67749023438,0,0
"MG71718005","Dzamandzar",5148.97802734375,15,2
"MG71719010","Ambanja",3839.35913085938,10,2
"MG71719030","Benavony",872.209228515625,0,0
"MG71719050","Ambohimena",914.362609863281,1,1
"MG71719070","Antsatsaka",655.1650390625,0,0
"MG71719091","Antranokarany",2599.11669921875,0,0
"MG71719092","Djangoa",1265.29760742188,5,1
"MG71719110","Antsakoamanondro",3375.77587890625,0,0
"MG71719130","Ambalahonko",427.8525390625,0,0
"MG71719150","Ankingameloka",230.834518432617,0,0
"MG71719171","Bemaneviky Haut Sambirano",799.488586425781,0,0
"MG71719172a","Antsahabe Centre",2542.1416015625,0,0
"MG71719173","Maevatanana",300.5185546875,0,0
"MG71719190","Antafiambotry",1156.46655273438,0,0
"MG71719210","Maherivaratra",1114.38671875,0,0
"MG71719231","Marovato",390.118560791016,0,0
"MG71719232","Ambohitrandriana",2718.20458984375,0,0
"MG71719233","Ambohimarina",447.810424804688,0,0
"MG71719250","Ambaliha",170.965515136719,7,1
"MG71719270","Marotolana",3270.1787109375,5,1
"MG71719290","Bemaneviky Ouest",603.75732421875,0,0
"MG71719310","Anorontsangana",2058.93115234375,5,1
"MG71719330","Antsirabe",563.528930664062,18,1
"MG71719350","Ankatafa",287.091705322266,0,0
"MG72710010","Antalaha Ambonivohitra",1427.28588867188,13,3
"MG72710030","Ampahana",615.521728515625,0,0
"MG72710050","Ampohibe",3953.83984375,0,0
"MG72710070","Antombana",3057.42333984375,8,1
"MG72710090","Antsahanoro",425.975189208984,0,0
"MG72710110","Antananambo",694.79833984375,0,0
"MG72710130a","Manakambahiny Ankavia",3297.89428710938,12,1
"MG72710151","Sarahandrano",314.505950927734,6,1
"MG72710152","Andampy",1280.36352539062,0,0
"MG72710170","Ambalabe",1980.26879882812,0,0
"MG72710190","Ambinanifaho",1131.30883789062,2,1
"MG72710210","Ambohitralanana",5032.89404296875,9,1
"MG72710230","Lanjarivo",932.94580078125,0,0
"MG72710250","Antsambalahy",808.681335449219,0,0
"MG72710271","Vinanivao",2250.90600585938,0,0
"MG72710272","Ampanavoana",2159.38403320312,0,0
"MG72711010","Sambava Cu",5216.60888671875,3,1
"MG72711059","Ambohimalaza",1621.02746582031,7,1
"MG72711079","Farahalana",3945.31494140625,5,1
"MG72711090","Nosiarina",1781.43627929688,0,0
"MG72711130","Ambodivoara",1330.12670898438,0,0
"MG72711150","Anjinjaomby",992.4296875,8,1
"MG72711170","Morafeno",1377.79345703125,0,0
"MG72711190","Analamaho",981.070678710938,0,0
"MG72711210","Ambohimitsinjo",887.616516113281,0,0
"MG72711230","Anjangoveratra",2360.12573242188,5,1
"MG72711250","Andratamarina",900.222717285156,0,0
"MG72711270","Marogaona",2218.71801757812,0,0
"MG72711290","Marojala",3920.5107421875,4,1
"MG72711310","Antsambaharo",1006.048828125,0,0
"MG72711330","Andrahanjo",1362.27600097656,0,0
"MG72711350","Bemanevika",717.549743652344,0,0
"MG72711371a","Andapabe",417.195159912109,0,0
"MG72711372","Andrembona",640.878784179688,0,0
"MG72711390","Antindra",1680.87390136719,4,2
"MG72711410","Ambodiampana",1907.91455078125,8,1
"MG72711430","Maroambihy",1302.59582519531,0,0
"MG72711450","Ambatoafo",277.952453613281,0,0
"MG72711470","Anjialava",373.43359375,0,0
"MG72711490","Tanambao Daoud",1241.08544921875,5,1
"MG72711510","Antsahavaribe",1485.12182617188,0,0
"MG72711530","Bevonotra",874.365844726562,10,1
"MG72712010","Andapa",1449.23010253906,3,1
"MG72712030","Tanandava",2992.26782226562,0,0
"MG72712050","Ankiakabe Nord",553.842163085938,0,0
"MG72712070","Belaoka Marovato",515.573669433594,0,0
"MG72712090","Ambodimanga I",2179.45532226562,0,0
"MG72712110","Marovato",688.436096191406,5,1
"MG72712130a","Ambalavelona",1020.53405761719,0,0
"MG72712150","Bealampona",2581.6484375,0,0
"MG72712170","Matsohely",335.064819335938,2,1
"MG72712190","Andranomena",415.670440673828,0,0
"MG72712210","Ambalamanasy II",1525.08410644531,0,0
"MG72712230a","Ambodidivaina",3095.39013671875,0,0
"MG72712250","Betsakotsako Andranotsara",264.459594726562,4,1
"MG72712270","Belaoka Lokoho",1028.66845703125,0,0
"MG72712290","Anoviara",1925.30151367188,6,1
"MG72712310","Doany",3981.19140625,2,1
"MG72712330","Anjialavabe",557.56591796875,0,0
"MG72712350","Antsahamena",1390.91760253906,0,0
"MG72716010","Vohemar",3125.8994140625,5,1
"MG72716030","Ampondra",4321.6171875,0,0
"MG72716050","Fanambana",5582.94384765625,5,1
"MG72716070","Milanoa",4600.38427734375,0,0
"MG72716090","Bobakindro",2491.00219726562,11,1
"MG72716110","Daraina",3117.94873046875,0,0
"MG72716130","Ambalasatrana",1067.73901367188,0,0
"MG72716150","Tsarabaria",3686.14086914062,0,0
"MG72716170","Nosibe",2289.70434570312,0,0
"MG72716190","Andravory",1516.28112792969,0,0
"MG72716210","Andrafainkona",2834.7568359375,10,1
"MG72716231","Ampanefena",2472.34521484375,8,1
"MG72716232","Ambodisambalahy",1673.40698242188,0,0
"MG72716250","Ambinanin'andravory",1623.01977539062,0,0
"MG72716270","Amboriala",1321.6552734375,0,0
"MG72716290","Maromokotra Loky",1447.08740234375,8,1
"MG72716310","Antsirabe Nord",4789.42529296875,10,1
"MG72716330","Ampisikinana",1401.31994628906,0,0
"MG72716350","Belambo",1511.34997558594,0,0
"MG25213050a","Vohilavan'i Manampatra",1063.56311035156,0,0
"MG51506012a","Beora",569.355773925781,0,0
"MG51506311","Belamoty",791.175476074219,0,0
"MG51506330a","Vohimary",571.0078125,0,0
"MG23207010a","Fanivelona",1452.75463867188,0,0
"MG51503050a","Tanandava",616.201232910156,0,0
"MG51504050a","Tanandava station",3722.39892578125,0,0
"MG51505050","Andranomafana",208.236907958984,0,0
"MG51505030a","Ankeriky",1608.68310546875,0,0
"MG51505071a","Ankilivalokely",626.442687988281,0,0
"MG53515230","Ampasimena",328.988891601562,0,0
"MG53517210a","Kelivaho",362.830261230469,0,0
"MG51520250","Manombo Sud",2247.12548828125,0,0
"MG51521031b","Ankilimary",758.601318359375,0,0
"MG51521031","Ianapera",858.972045898438,0,0
"MG23210233a","Ambohitrova",791.636047363281,0,0
"MG25214111a","Fonilaza",963.770324707031,0,0
"MG23212130","Nato",518.187744140625,0,0
"MG25215032","Bevaho",1613.921875,0,0
"MG31306070","Mahatsara",648.659118652344,8,1
"MG24221010a","Volambita",1039.35961914062,0,0
"MG25222051a","Inosy",2157.21020507812,0,0
"MG25222031a","Antokoboritelo",2864.84619140625,0,0
"MG23211032a","Tsifenokataka",837.078430175781,0,0
"MG41405019","Ambatoboeny",4203.75048828125,5,1
"MG23209070a","Tsarahafatra",1968.72497558594,0,0
"MG25217030b","Ambodirano",1239.849609375,0,0
"MG25214010a","Mahabo",319.082641601562,0,0
"MG23206170","Fasintsara",917.677429199219,0,0
"MG23211092","Ambohimisafy",956.629821777344,0,0
"MG23210090","Sorombo",2691.64697265625,0,0
"MG23212230a","Zafindrafady",1735.67028808594,0,0
"MG25217030a","Andoharano",1318.04736328125,0,0
"MG42423112","Ambodihazoambo",992.542053222656,0,0
"MG54502030","Betsioky",632.60986328125,0,0
"MG23209031","Tsaravary",1717.73425292969,0,0
"MG72711371","Amboangibe",883.645446777344,0,0
"MG72711390a","Mahasoa Antindra",615.578186035156,0,0
"MG11102379a","Ambohidrabiby",6445.66259765625,0,0
"MG11102079a","Anosy Avaratra",10240.3583984375,0,0
"MG11115071a","Anjoma Faliarivo",931.34375,0,0
"MG11115092","Tankafatra",1090.00769042969,0,0
"MG11107350a","Andranomisa",946.613952636719,10,1
"MG11104030a","Mangasoavina",541.296508789062,0,0
"MG11104150a","Andranomiely",840.242736816406,0,0
"MG14119010a","Andriampotsy",1076.41735839844,0,0
"MG14119031a","Mangatany",999.42919921875,0,0
"MG14111230a","Antsahalava",2375.23486328125,0,0
"MG14111290a","Fiadanantsoa",1017.07495117188,0,0
"MG13105190a","Talata Tsimadilo",958.350524902344,0,0
"MG13113011a","Ambohidanerana",1442.96801757812,0,0
"MG12110130a","Andriantsivalana",644.854919433594,0,0
"MG12114171a","Anjamanga",692.056884765625,0,0
"MG12114010a","Soamanadrariny",4029.06005859375,9,1
"MG12120010a","Maromandray",2517.37475585938,0,0
"MG71719172","Ambodimanga Ramena",2409.70849609375,0,0
"MG71717150","Antsohimbondrona",1006.05139160156,0,0
"MG71717090","Ambakirano",1450.60815429688,4,1
"MG71713151a","Antsakoabe",146.964645385742,4,1
"MG71713110a","Ambolobozobe",648.517761230469,0,0
"MG72712230","Ambodiangezoka",1606.60290527344,0,0
"MG72712130","Andrakata",664.255798339844,0,0
"MG72712210a","Andasibe Kobahina",470.6513671875,0,0
"MG72710130","Marofinaritra",2489.2998046875,0,0
"MG72710050a","Mahasoa Antindra",2636.64331054688,0,0
"MG21205130","Sendrisoa",1835.99267578125,0,0
"MG21205050","Iarintsena",4429.84912109375,0,0
"MG21220250a","Sahafata",1570.79907226562,0,0
"MG21220350a","Ampatsy Ampangabe",984.390686035156,0,0
"MG21220070a","Vinaninoro Andrefana",111.800796508789,0,0
"MG21225190a","Andreamalama",1355.47595214844,0,0
"MG21225170a","Ambalamidera Ambohimanana",706.068664550781,0,0
"MG21224130a","Lamosina",4578.9638671875,0,0
"MG21224050a","Anjanomanona Tsimanavaka",1692.86010742188,0,0
"MG22203290a","Ambohiperivoana",2463.41772460938,0,0
"MG22203492a","Ankazotsararavina",326.825408935547,0,0
"MG22204010a","Soanakambana",456.911743164062,0,0
"MG22204170","Mahazoarivo",1509.13732910156,0,0
"MG22223030a","Soatanana",231.594451904297,0,0
"MG22223171a","Ilanjana",625.160827636719,0,0
"MG24221030a","Andranombao",1377.60314941406,13,1
"MG24216231a","Andohan'Ilakaka",3355.93432617188,28,2
"MG24218030a","Kotipa",1474.53234863281,0,0
"MG24218010a","Antaramena",957.056274414062,12,1
"MG25215032a","Maliorano",813.710510253906,0,0
"MG25214270","Manambondro",459.477172851562,0,0
"MG23206071a","Ambiabe",406.596893310547,0,0
"MG41406111","Manaratsandry",1977.78759765625,11,2
"MG41403010","Soalala",1552.64440917969,0,0
"MG43416052a","Mahatsinjo",178.725479125977,0,0
"MG43404031a","Beanana",1041.28466796875,0,0
"MG43404131a","Berivotra 5/5",804.140380859375,9,1
"MG44417031","Sarodrano",855.613464355469,12,1
"MG44420010a","Bemaraha Antsinanana",698.684814453125,0,0
"MG44422030a","Antranokoaky",495.873992919922,5,1
"MG42411090","Maromandia",647.727355957031,0,0
"MG42411150a","Andrevorevo",972.953552246094,0,0
"MG42413190a","Ambalafamity",1042.33349609375,6,1
"MG42414171","Ambodisikidy",1545.36474609375,0,0
"MG42414211a","Antsiradava",928.882507324219,0,0
"MG42412230","Matsondakana",1982.82885742188,0,0
"MG42412030","Morafeno",2995.6240234375,0,0
"MG42410050a","Ambinany Fango",967.747985839844,0,0
"MG42409171a","Ihobaka",1248.49743652344,0,0
"MG42409091","Andranomeva",2330.79614257812,0,0
"MG42409070a","Andranomena I",1826.94482421875,0,0
"MG33313130","Ambatosoratra",2773.20874023438,0,0
"MG33313050a","Ambohiboromanga",191.10302734375,0,0
"MG33312090a","Andranobe",841.096740722656,0,0
"MG33312071a","Ambodirano",529.814086914062,0,0
"MG33316071a","Ampondrabe",370.38671875,0,0
"MG33317011a","Ambodimerana",292.338165283203,0,0
"MG33314350a","Bembary",3023.541015625,0,0
"MG33314250","Analasoa",1412.28149414062,12,1
"MG32305150a","Ambanjan'i Sahalava",877.6142578125,16,1
"MG32305030a","Betampona",1354.03210449219,17,1
"MG32304011","Mananara Avaratra",1142.39404296875,0,0
"MG32304151","Vanono",1434.90539550781,0,0
"MG32303090a","Mariharano",1671.2236328125,1,1
"MG32303031","Anjanazana",781.286499023438,0,0
"MG32318011a","Ambinanisakana",1180.76916503906,0,0
"MG32315010a","Tanamarina",606.287841796875,3,1
"MG31311030","Mahela",895.964172363281,0,0
"MG31308050","Ambodiharina",763.634460449219,0,0
"MG31309050a","Maromitety I",610.857482910156,10,1
"MG31310250a","Satrandroy",389.727294921875,0,0
"MG31307190a","Ambodivononoka Ranganana",1165.52331542969,0,0
"MG54510011a","Delta",1581.806640625,0,0
"MG54509030a","Bezezika",1225.70642089844,0,0
"MG54511011a","Andranomainty",1785.97729492188,14,1
"MG54508059","Bemanonga",7727.10107421875,22,2
